scientific_name,mass_g
Myioborus miniatus,9.0
Myioborus ornatus,11.7
Myioborus pariae,10.9
Myioborus pictus,9.8
Myioborus torquatus,10.5
Myiodynastes bairdii,45.0
Myiodynastes chrysocephalus,38.3
Myiodynastes hemichrysus,43.4
Myiodynastes luteiventris,46.9
Myiodynastes maculatus,43.2
Myiomela diana,26.2
Myiomela leucura,26.8
Myiopagis caniceps,10.5
Myiopagis cotta,11.6
Myiopagis flavivertex,11.8
Myiopagis gaimardii,12.0
Myiopagis olallai,12.1
Myiopagis subplacens,15.9
Myiopagis viridicata,11.5
Myiophobus cryptoxanthus,9.8
Myiophobus fasciatus,9.9
Myiophobus flavicans,12.7
Myiophobus inornatus,11.2
Myiophobus phoenicomitra,11.0
Myiophobus roraimae,13.6
Myiopsitta monachus,120.0
Myiornis albiventris,5.5
Myiornis atricapillus,5.7
Myiornis auricularis,5.3
Myiornis ecaudatus,5.3
Myiotheretes fumigatus,33.4
Myiotheretes fuscorufus,31.7
Myiotheretes pernix,33.0
Myiotheretes striaticollis,61.2
Myiothlypis basilica,16.2
Myiothlypis bivittata,14.6
Myiothlypis chrysogaster,11.2
Myiothlypis cinereicollis,17.2
Myiothlypis conspicillata,13.7
Myiothlypis coronata,16.3
Myiothlypis flaveola,13.2
Myiothlypis fraseri,11.6
Myiothlypis fulvicauda,14.9
Myiothlypis leucoblephara,15.1
Myiothlypis leucophrys,18.1
Myiothlypis luteoviridis,12.9
Myiothlypis nigrocristata,13.6
Myiothlypis rivularis,13.5
Myiothlypis signata,11.3
Myiotriccus ornatus,9.9
Myiozetetes cayanensis,25.9
Myiozetetes granadensis,29.3
Myiozetetes luteiventris,19.0
Myiozetetes similis,28.0
Myophonus blighi,66.6
Myophonus borneensis,89.7
Myophonus caeruleus,158.0
Myophonus castaneus,89.7
Myophonus glaucinus,89.7
Myophonus horsfieldii,117.0
Myophonus insularis,117.0
Myophonus melanurus,66.6
Myophonus robinsoni,99.2
Myornis senilis,21.2
Myrmeciza longipes,27.9
Myrmecocichla aethiops,56.6
Myrmecocichla arnotti,39.6
Myrmecocichla collaris,28.5
Myrmecocichla formicivora,41.6
Myrmecocichla melaena,33.1
Myrmecocichla monticola,33.1
Myrmecocichla nigra,40.3
Myrmecocichla tholloni,41.6
Myrmelastes brunneiceps,25.7
Myrmelastes caurensis,39.4
Myrmelastes humaythae,25.7
Myrmelastes hyperythrus,41.0
Myrmelastes leucostigma,25.7
Myrmelastes rufifacies,25.7
Myrmelastes saturatus,25.7
Myrmelastes schistaceus,23.8
Myrmia micrura,2.3
Myrmoborus leucophrys,21.5
Myrmoborus lophotes,28.0
Myrmoborus lugubris,21.4
Myrmoborus melanurus,18.1
Myrmoborus myotherinus,18.8
Myrmochanes hemileucus,12.5
Myrmoderus eowilsoni,26.1
Myrmoderus ferrugineus,26.1
Myrmoderus loricatus,15.5
Myrmoderus ruficauda,26.0
Myrmoderus squamosus,18.5
Myrmophylax atrothorax,16.1
Myrmorchilus strigilatus,23.0
Myrmornis torquata,46.7
Myrmothera berlepschi,48.0
Myrmothera campanisona,47.0
Myrmothera dives,44.0
Myrmothera fulviventris,41.0
Myrmothera simplex,52.4
Myrmothera subcanescens,47.0
Myrmotherula ambigua,6.7
Myrmotherula assimilis,9.3
Myrmotherula axillaris,8.1
Myrmotherula behni,8.0
Myrmotherula brachyura,6.4
Myrmotherula cherriei,8.2
Myrmotherula fluminensis,8.1
Myrmotherula grisea,8.4
Myrmotherula ignota,7.1
Myrmotherula iheringi,8.0
Myrmotherula klagesi,7.8
Myrmotherula longicauda,8.3
Myrmotherula longipennis,9.4
Myrmotherula menetriesii,8.6
Myrmotherula minor,6.4
Myrmotherula multostriata,8.0
Myrmotherula pacifica,10.1
Myrmotherula schisticolor,9.6
Myrmotherula sclateri,8.4
Myrmotherula snowi,9.6
Myrmotherula sunensis,9.4
Myrmotherula surinamensis,8.3
Myrmotherula unicolor,11.5
Myrmotherula urosticta,8.4
Myrtis fanny,2.3
Mystacornis crossleyi,24.5
Myza celebensis,20.0
Myza sarasinorum,22.5
Myzomela adolphinae,7.4
Myzomela albigula,14.6
Myzomela blasii,14.9
Myzomela boiei,10.8
Myzomela caledonica,7.0
Myzomela cardinalis,13.8
Myzomela chermesina,10.8
Myzomela chloroptera,10.8
Myzomela cineracea,13.8
Myzomela cruentata,8.2
Myzomela dammermani,7.8
Myzomela eichhorni,10.8
Myzomela eques,13.9
Myzomela erythrocephala,7.8
Myzomela erythromelas,8.0
Myzomela irianawidodoae,32.2
Myzomela jugularis,8.7
Myzomela kuehni,10.8
Myzomela lafargei,12.8
Myzomela malaitae,13.8
Myzomela melanocephala,12.0
Myzomela nigrita,9.3
Myzomela nigriventris,13.5
Myzomela obscura,11.9
Myzomela pammelaena,15.8
Myzomela prawiradilagae,9.3
Myzomela pulchella,10.0
Myzomela rosenbergii,10.3
Myzomela rubratra,14.0
Myzomela sanguinolenta,8.3
Myzomela sclateri,10.5
Myzomela tristrami,13.3
Myzomela vulnerata,6.9
Myzomela wahe,8.0
Myzomela wakoloensis,7.9
Myzornis pyrrhoura,11.9
Nannopsittaca dachilleae,41.5
Nannopsittaca panychlora,44.1
Nannopterum auritum,1806.5
Nannopterum brasilianum,1239.3
Nannopterum harrisi,3016.6
Napothera albostriata,19.4
Napothera danjoui,35.5
Napothera epilepidota,16.0
Napothera malacoptila,19.4
Napothera naungmungensis,35.5
Napothera pasquieri,19.4
Nasica longirostris,92.0
Neafrapus boehmi,14.4
Neafrapus cassini,40.0
Necrosyrtes monachus,2043.0
Nectarinia bocagii,14.8
Nectarinia famosa,14.4
Nectarinia johnstoni,15.2
Nectarinia kilimensis,15.7
Nectarinia purpureiventris,11.5
Nectarinia tacazze,14.9
Nemosia pileata,16.0
Nemosia rourei,22.0
Nengetus cinereus,57.1
Neochmia phaeton,10.0
Neochmia temporalis,11.4
Neocichla gutturalis,66.7
Neocossyphus finschi,37.0
Neocossyphus fraseri,35.7
Neocossyphus poensis,51.8
Neocossyphus rufus,65.9
Neoctantes niger,32.0
Neodrepanis coruscans,6.5
Neodrepanis hypoxantha,7.1
Neolalage banksiana,16.8
Neolestes torquatus,22.5
Neomixis striatigula,8.3
Neomixis tenella,6.9
Neomixis viridis,7.0
Neomorphus geoffroyi,355.0
Neomorphus pucheranii,330.0
Neomorphus radiolosus,399.0
Neomorphus rufipennis,377.7
Neomorphus squamiger,355.0
Neopelma aurifrons,14.0
Neopelma chrysocephalum,15.5
Neopelma chrysolophum,14.2
Neopelma pallescens,18.2
Neopelma sulphureiventer,15.7
Neophedina cincta,23.4
Neophema bourkii,44.4
Neophema chrysogaster,45.9
Neophema chrysostoma,46.1
Neophema elegans,43.4
Neophema petrophila,53.2
Neophema pulchella,41.4
Neophema splendida,38.6
Neophron percnopterus,2082.0
Neopipo cinnamomea,7.7
Neopsittacus musschenbroekii,50.9
Neopsittacus pullicauda,33.2
Neosuthora davidiana,8.5
Neothraupis fasciata,26.8
Neotis denhami,3970.2
Neotis heuglinii,4098.8
Neotis ludwigii,3260.9
Neotis nuba,5440.0
Neoxolmis coronatus,46.8
Neoxolmis rubetra,36.3
Neoxolmis rufiventris,77.0
Neoxolmis salinarum,25.1
Nephelomyias lintoni,9.8
Nephelomyias ochraceiventris,10.5
Nephelomyias pulcher,9.5
Nephelornis oneilli,16.1
Nesillas brevicaudata,16.1
Nesillas lantzii,19.7
Nesillas longicaudata,19.7
Nesillas mariae,16.0
Nesillas typica,19.7
Nesocharis ansorgei,8.4
Nesocharis shelleyi,7.6
Nesoctites micromegas,32.2
Nesoenas mayeri,302.8
Nesofregetta fuliginosa,70.0
Nesophlox evelynae,2.4
Nesophlox lyrura,2.4
Nesopsar nigerrimus,39.0
Nesoptilotis flavicollis,28.7
Nesoptilotis leucotis,23.9
Nesospingus speculiferus,35.2
Nesospiza acunhae,28.5
Nesospiza questi,28.5
Nesospiza wilkinsi,43.2
Nesotriccus ridgwayi,11.0
Nestor meridionalis,428.0
Nestor notabilis,863.0
Netta erythrophthalma,780.4
Netta peposaca,1000.0
Netta rufina,1118.0
Nettapus auritus,266.0
Nettapus coromandelianus,391.3
Nettapus pulchellus,307.0
Newtonia amphichroa,12.3
Newtonia archboldi,7.8
Newtonia brunneicauda,10.1
Newtonia fanovanae,12.7
Nicator chloris,46.1
Nicator gularis,45.6
Nicator vireo,23.6
Nigrita bicolor,10.5
Nigrita canicapillus,18.7
Nigrita fusconotus,9.1
Nigrita luteifrons,13.2
Nilaus afer,19.1
Niltava davidi,24.2
Niltava grandis,30.3
Niltava macgrigoriae,12.0
Niltava sumatrana,20.5
Niltava sundara,21.1
Niltava vivida,33.0
Ninox affinis,146.0
Ninox boobook,282.2
Ninox burhani,99.0
Ninox connivens,578.0
Ninox forbesi,210.0
Ninox fusca,282.2
Ninox hantu,210.0
Ninox hypogramma,210.0
Ninox ios,86.0
Ninox jacquinoti,200.8
Ninox japonica,225.0
Ninox leventisi,127.9
Ninox meeki,265.0
Ninox mindorensis,113.0
Ninox natalis,184.0
Ninox novaeseelandiae,183.4
Ninox obscura,191.0
Ninox ochracea,99.0
Ninox odiosa,209.0
Ninox philippensis,127.9
Ninox plesseni,282.2
Ninox punctulata,151.0
Ninox randi,202.0
Ninox reyi,127.9
Ninox rotiensis,282.2
Ninox rudolfi,222.0
Ninox rufa,931.7
Ninox rumseyi,127.9
Ninox scutulata,191.0
Ninox spilocephala,137.0
Ninox spilonotus,178.0
Ninox squamipila,210.0
Ninox strenua,1346.0
Ninox sumbaensis,90.0
Ninox theomacha,125.0
Ninox variegata,179.0
Nipponia nippon,1900.0
Nisaetus alboniger,830.0
Nisaetus bartelsi,830.0
Nisaetus cirrhatus,1475.1
Nisaetus floris,1475.1
Nisaetus kelaarti,3005.0
Nisaetus lanceolatus,1168.0
Nisaetus nanus,557.8
Nisaetus nipalensis,3005.0
Nisaetus philippensis,1168.0
Nisaetus pinskeri,1168.0
Nok hualon,37.0
Nomonyx dominicus,365.0
Nonnula amaurocephala,15.5
Nonnula brunnea,25.0
Nonnula frontalis,15.7
Nonnula rubecula,18.4
Nonnula ruficapilla,22.0
Nonnula sclateri,16.0
Northiella haematogaster,85.9
Northiella narethae,85.9
Notharchus hyperrhynchus,95.9
Notharchus macrorhynchos,95.9
Notharchus ordii,52.8
Notharchus pectoralis,69.1
Notharchus swainsoni,73.8
Notharchus tectus,26.8
Nothocercus bonapartei,763.0
Nothocercus julius,693.0
Nothocercus nigrocapillus,540.0
Nothocrax urumutum,1700.0
Nothoprocta cinerascens,523.9
Nothoprocta curvirostris,376.0
Nothoprocta ornata,619.3
Nothoprocta pentlandii,300.7
Nothoprocta perdicaria,458.0
Nothoprocta taczanowskii,619.3
Nothura boraquira,283.0
Nothura darwinii,244.6
Nothura maculosa,257.5
Nothura minor,165.8
Notiomystis cincta,93.4
Notopholia corusca,56.1
Nucifraga caryocatactes,182.5
Nucifraga columbiana,129.8
Nucifraga multipunctata,191.0
Numenius americanus,583.9
Numenius arquata,803.0
Numenius borealis,350.1
Numenius madagascariensis,792.0
Numenius minutus,173.0
Numenius phaeopus,364.6
Numenius tahitiensis,400.1
Numenius tenuirostris,308.0
Numida meleagris,1299.0
Nyctanassa violacea,681.7
Nyctibius aethereus,440.5
Nyctibius bracteatus,51.7
Nyctibius grandis,547.0
Nyctibius griseus,172.0
Nyctibius jamaicensis,266.0
Nyctibius leucopterus,86.4
Nyctibius maculosus,170.3
Nycticorax caledonicus,856.0
Nycticorax nycticorax,810.0
Nycticryphes semicollaris,76.6
Nyctidromus albicollis,57.8
Nyctidromus anthonyi,35.9
Nyctiphrynus mcleodii,35.0
Nyctiphrynus ocellatus,39.6
Nyctiphrynus rosenbergi,52.0
Nyctiphrynus yucatanicus,24.5
Nyctipolus hirundinaceus,32.0
Nyctipolus nigrescens,35.7
Nyctiprogne leucopyga,27.3
Nyctiprogne vielliardi,41.0
Nyctyornis amictus,71.9
Nyctyornis athertoni,84.2
Nymphicus hollandicus,94.6
Nystalus chacuru,52.3
Nystalus maculatus,42.0
Nystalus obamai,43.0
Nystalus radiatus,61.0
Nystalus striolatus,47.0
Oceanites gracilis,16.7
Oceanites oceanicus,30.4
Oceanites pincoyae,26.0
Ochetorhynchus andaecola,30.9
Ochetorhynchus melanurus,40.0
Ochetorhynchus phoenicurus,30.2
Ochetorhynchus ruficaudus,36.3
Ochthoeca cinnamomeiventris,12.0
Ochthoeca diadema,11.5
Ochthoeca frontalis,10.0
Ochthoeca fumicolor,16.6
Ochthoeca jelskii,11.6
Ochthoeca leucophrys,13.1
Ochthoeca oenanthoides,17.7
Ochthoeca piurae,8.9
Ochthoeca pulchella,12.0
Ochthoeca rufipectoralis,10.0
Ochthornis littoralis,13.4
Ocreatus underwoodii,3.0
Ocyceros birostris,375.0
Ocyceros gingalensis,238.0
Ocyceros griseus,292.0
Ocyphaps lophotes,204.0
Odontophorus atrifrons,304.0
Odontophorus balliviani,317.4
Odontophorus capueira,425.4
Odontophorus columbianus,340.0
Odontophorus dialeucos,260.0
Odontophorus erythrops,335.0
Odontophorus gujanensis,314.1
Odontophorus guttatus,303.8
Odontophorus hyperythrus,339.3
Odontophorus leucolaemus,295.0
Odontophorus melanonotus,322.0
Odontophorus melanotis,335.0
Odontophorus speciosus,317.0
Odontophorus stellatus,335.8
Odontophorus strophium,302.0
Odontorchilus branickii,9.6
Odontorchilus cinereus,11.0
Oedistoma iliolophus,11.0
Oedistoma pygmaeum,5.8
Oena capensis,40.6
Oenanthe albifrons,20.6
Oenanthe albonigra,25.2
Oenanthe bottae,19.9
Oenanthe chrysopygia,22.7
Oenanthe cypriaca,16.6
Oenanthe deserti,19.8
Oenanthe dubia,19.4
Oenanthe familiaris,19.5
Oenanthe finschii,27.4
Oenanthe fusca,12.7
Oenanthe heuglini,19.9
Oenanthe hispanica,15.0
Oenanthe isabellina,29.4
Oenanthe leucopyga,27.9
Oenanthe leucura,41.0
Oenanthe lugens,22.4
Oenanthe lugentoides,22.4
Oenanthe lugubris,22.4
Oenanthe melanoleuca,15.0
Oenanthe melanura,15.2
Oenanthe moesta,30.2
Oenanthe monacha,21.6
Oenanthe oenanthe,25.4
Oenanthe phillipsi,19.6
Oenanthe picata,21.6
Oenanthe pileata,26.8
Oenanthe pleschanka,19.4
Oenanthe scotocerca,16.0
Oenanthe xanthoprymna,22.7
Ognorhynchus icterotis,285.0
Oncostoma cinereigulare,6.4
Oncostoma olivaceum,6.6
Oneillornis lunulatus,23.9
Oneillornis salvini,25.9
Onychognathus albirostris,137.3
Onychognathus blythii,100.0
Onychognathus frater,100.0
Onychognathus fulgidus,109.0
Onychognathus morio,132.9
Onychognathus nabouroup,102.4
Onychognathus neumanni,39.8
Onychognathus salvadorii,160.0
Onychognathus tenuirostris,118.0
Onychognathus tristramii,122.7
Onychognathus walleri,93.0
Onychoprion aleuticus,120.0
Onychoprion anaethetus,119.4
Onychoprion fuscatus,185.7
Onychoprion lunatus,120.0
Onychorhynchus coronatus,14.0
Ophrysia superciliosa,189.7
Opisthocomus hoazin,696.0
Opisthoprora euryptera,6.2
Oporornis agilis,13.3
Orchesticus abeillei,31.5
Oreocharis arfaki,19.7
Oreoica gutturalis,62.8
Oreolais pulcher,8.4
Oreolais ruwenzorii,9.9
Oreomystis bairdi,14.2
Oreonympha nobilis,7.7
Oreophasis derbianus,2071.5
Oreophilais robertsi,10.0
Oreopholus ruficollis,131.0
Oreopsar bolivianus,72.9
Oreopsittacus arfaki,20.2
Oreornis chrysogenys,69.5
Oreortyx pictus,233.0
Oreoscoptes montanus,44.2
Oreoscopus gutturalis,20.0
Oreostruthus fuliginosus,18.3
Oreothlypis gutturalis,9.5
Oreothlypis superciliosa,9.0
Oreothraupis arremonops,48.0
Oreotrochilus adela,7.9
Oreotrochilus chimborazo,8.2
Oreotrochilus cyanolaemus,8.1
Oreotrochilus estella,8.1
Oreotrochilus leucopleurus,8.2
Oreotrochilus melanogaster,9.1
Oreotrochilus stolzmanni,8.7
Oressochen jubatus,1250.0
Oressochen melanopterus,2037.0
Origma solitaria,14.3
Oriolia bernieri,52.0
Oriolus albiloris,38.6
Oriolus auratus,66.2
Oriolus bouroensis,109.0
Oriolus brachyrynchus,49.0
Oriolus chinensis,82.6
Oriolus chlorocephalus,49.0
Oriolus crassirostris,50.0
Oriolus cruentus,64.0
Oriolus decipiens,109.0
Oriolus flavocinctus,109.0
Oriolus forsteni,109.0
Oriolus hosii,64.0
Oriolus isabellae,46.1
Oriolus kundoo,65.6
Oriolus larvatus,66.1
Oriolus melanotis,95.2
Oriolus mellianus,93.0
Oriolus monacha,68.5
Oriolus nigripennis,56.7
Oriolus oriolus,79.0
Oriolus percivali,61.0
Oriolus phaeochromus,109.0
Oriolus sagittatus,95.2
Oriolus steerii,46.5
Oriolus szalayi,95.2
Oriolus tenuirostris,81.4
Oriolus traillii,73.7
Oriolus xanthonotus,45.0
Oriolus xanthornus,56.3
Oriturus superciliosus,41.4
Ornithion brunneicapillus,7.1
Ornithion inerme,7.0
Ornithion semiflavum,6.6
Ornorectes cristatus,79.0
Orochelidon andecola,17.0
Orochelidon flavipes,9.8
Orochelidon murina,11.7
Ortalis araucuan,547.7
Ortalis canicollis,539.0
Ortalis cinereiceps,493.0
Ortalis columbiana,547.7
Ortalis erythroptera,632.0
Ortalis garrula,532.0
Ortalis guttata,547.7
Ortalis leucogastra,495.8
Ortalis motmot,520.0
Ortalis poliocephala,760.0
Ortalis ruficauda,586.2
Ortalis ruficeps,520.0
Ortalis squamata,547.7
Ortalis superciliaris,520.0
Ortalis vetula,562.6
Ortalis wagleri,834.0
Orthogonys chloricterus,39.0
Orthonyx novaeguineae,58.1
Orthonyx spaldingii,149.9
Orthonyx temminckii,58.1
Orthopsittaca manilatus,372.0
Orthorhyncus cristatus,3.0
Orthotomus atrogularis,7.7
Orthotomus castaneiceps,12.8
Orthotomus chaktomuk,7.1
Orthotomus chloronotus,8.1
Orthotomus cinereiceps,9.0
Orthotomus derbianus,10.7
Orthotomus frontalis,8.0
Orthotomus nigriceps,9.8
Orthotomus ruficeps,7.0
Orthotomus samarensis,8.9
Orthotomus sepium,8.4
Orthotomus sericeus,10.8
Orthotomus sutorius,7.5
Ortygornis gularis,510.0
Ortygornis pondicerianus,249.9
Ortygornis sephaena,340.5
Ortygospiza atricollis,10.6
Ortyxelos meiffrenii,17.6
Otidiphaps nobilis,500.0
Otis tarda,6759.9
Otocichla mupinensis,62.5
Otus alfredi,67.5
Otus alius,95.0
Otus angelinae,82.2
Otus bakkamoena,138.5
Otus balli,67.5
Otus beccarii,114.0
Otus brookii,139.0
Otus brucei,84.4
Otus capnodes,119.0
Otus collari,81.9
Otus cyprius,92.0
Otus elegans,124.0
Otus enganensis,104.9
Otus everetti,125.0
Otus fuliginosus,92.0
Otus gurneyi,370.0
Otus hartlaubi,79.0
Otus icterorhynchus,73.3
Otus insularis,144.0
Otus ireneae,50.3
Otus jolandae,165.0
Otus lempiji,115.0
Otus lettia,139.0
Otus longicornis,82.9
Otus madagascariensis,104.0
Otus magicus,165.0
Otus manadensis,88.0
Otus mantananensis,106.0
Otus mayottensis,101.0
Otus megalotis,178.4
Otus mentawi,104.9
Otus mindorensis,106.0
Otus mirus,61.3
Otus moheliensis,105.0
Otus nigrorum,99.0
Otus pamelae,66.5
Otus pauliani,69.5
Otus pembaensis,67.0
Otus rufescens,76.5
Otus rutilus,101.0
Otus sagittatus,122.6
Otus scops,92.0
Otus semitorques,121.5
Otus senegalensis,67.0
Otus siaoensis,165.0
Otus silvicola,212.0
Otus socotranus,67.0
Otus spilocephalus,67.5
Otus sulaensis,88.0
Otus sunia,78.1
Otus thilohoffmanni,76.5
Otus umbra,95.0
Oxylabes madagascariensis,23.3
Oxypogon cyanolaemus,4.8
Oxypogon guerinii,4.8
Oxypogon lindenii,4.8
Oxypogon stuebelii,4.8
Oxyruncus cristatus,42.0
Oxyura australis,798.0
Oxyura ferruginea,608.2
Oxyura jamaicensis,608.2
Oxyura leucocephala,661.1
Oxyura maccoa,674.0
Oxyura vittata,642.7
Pachycare flavogriseum,16.2
Pachycephala albiventris,21.1
Pachycephala arctitorquis,22.4
Pachycephala aurea,23.8
Pachycephala balim,30.4
Pachycephala caledonica,22.7
Pachycephala chlorura,30.4
Pachycephala cinerea,21.0
Pachycephala citreogaster,24.4
Pachycephala collaris,30.4
Pachycephala feminina,30.4
Pachycephala flavifrons,41.5
Pachycephala fuliginosa,23.8
Pachycephala fulvotincta,30.4
Pachycephala griseonota,22.4
Pachycephala homeyeri,25.8
Pachycephala hyperythra,27.7
Pachycephala hypoxantha,22.3
Pachycephala implicata,34.5
Pachycephala inornata,30.8
Pachycephala jacquinoti,36.0
Pachycephala lanioides,38.7
Pachycephala leucogastra,18.5
Pachycephala lorentzi,19.4
Pachycephala macrorhyncha,26.9
Pachycephala melanorhyncha,32.3
Pachycephala melanura,23.8
Pachycephala mentalis,30.4
Pachycephala meyeri,19.0
Pachycephala modesta,18.3
Pachycephala monacha,26.0
Pachycephala nudigula,34.5
Pachycephala olivacea,41.2
Pachycephala orioloides,42.7
Pachycephala orpheus,15.5
Pachycephala pectoralis,30.4
Pachycephala phaionota,24.8
Pachycephala philippinensis,22.3
Pachycephala richardsi,34.5
Pachycephala rufiventris,22.5
Pachycephala rufogularis,36.6
Pachycephala schlegelii,22.7
Pachycephala simplex,17.4
Pachycephala soror,24.8
Pachycephala sulfuriventer,21.4
Pachycephala tenebrosa,46.0
Pachycephala vanikorensis,30.4
Pachycephala vitiensis,30.4
Pachycephalopsis hattamensis,34.6
Pachycephalopsis poliosoma,38.0
Pachycoccyx audeberti,102.9
Pachyphantes superciliosus,21.4
Pachyptila belcheri,145.0
Pachyptila crassirostris,138.3
Pachyptila desolata,147.0
Pachyptila salvini,159.0
Pachyptila turtur,137.0
Pachyptila vittata,196.0
Pachyramphus aglaiae,29.7
Pachyramphus albogriseus,17.3
Pachyramphus castaneus,19.5
Pachyramphus cinnamomeus,20.3
Pachyramphus homochrous,37.3
Pachyramphus major,24.8
Pachyramphus marginatus,18.4
Pachyramphus minor,36.6
Pachyramphus niger,40.2
Pachyramphus polychopterus,20.8
Pachyramphus rufus,18.8
