scientific_name,mass_g
Leucocarbo chalconotus,2220.1
Leucocarbo colensoi,2000.0
Leucocarbo georgianus,2000.0
Leucocarbo magellanicus,1483.4
Leucocarbo melanogenis,2300.0
Leucocarbo nivalis,2300.0
Leucocarbo onslowi,2072.7
Leucocarbo purpurascens,2300.0
Leucocarbo ranfurlyi,2500.0
Leucocarbo verrucosus,2000.0
Leucochloris albicollis,6.3
Leucogeranus leucogeranus,5913.4
Leucolia violiceps,5.1
Leucolia viridifrons,6.3
Leucopeza semperi,19.8
Leucophaeus atricilla,307.4
Leucophaeus fuliginosus,380.0
Leucophaeus modestus,344.0
Leucophaeus pipixcan,280.0
Leucophaeus scoresbii,523.5
Leucopsar rothschildi,91.3
Leucopternis kuhli,352.1
Leucopternis melanops,312.0
Leucopternis semiplumbeus,285.0
Leucosarcia melanoleuca,428.6
Leucosticte arctoa,30.7
Leucosticte atrata,25.2
Leucosticte australis,26.6
Leucosticte brandti,30.4
Leucosticte nemoricola,22.5
Leucosticte tephrocotis,37.8
Lewinia mirifica,68.0
Lewinia muelleri,93.0
Lewinia pectoralis,78.1
Lewinia striata,116.0
Lichenostomus cratitius,20.3
Lichenostomus melanops,32.3
Lichmera alboauricularis,13.3
Lichmera argentauris,14.0
Lichmera deningeri,16.6
Lichmera flavicans,14.2
Lichmera incana,13.1
Lichmera indistincta,11.2
Lichmera limbata,13.5
Lichmera lombokia,15.3
Lichmera monticola,6.0
Lichmera notabilis,11.5
Lichmera squamata,14.5
Limnoctites rectirostris,18.5
Limnoctites sulphuriferus,13.5
Limnodromus griseus,110.5
Limnodromus scolopaceus,104.4
Limnodromus semipalmatus,212.0
Limnornis curvirostris,28.6
Limnothlypis swainsonii,18.9
Limosa fedoa,357.0
Limosa haemastica,253.3
Limosa lapponica,291.7
Limosa limosa,288.4
Linaria cannabina,19.5
Linaria flavirostris,15.4
Linaria johannis,13.4
Linaria yemenensis,14.3
Linurgus olivaceus,20.3
Liocichla bugunorum,40.0
Liocichla omeiensis,40.4
Liocichla phoenicea,49.0
Liocichla ripponi,49.0
Liocichla steerii,31.4
Lioparus chrysotis,5.5
Liosceles thoracicus,40.5
Lipaugus ater,80.0
Lipaugus conditus,80.0
Lipaugus fuscocinereus,138.0
Lipaugus lanioides,94.8
Lipaugus streptophorus,57.2
Lipaugus unirufus,82.1
Lipaugus uropygialis,116.0
Lipaugus vociferans,75.4
Lipaugus weberi,72.1
Lissotis hartlaubii,1190.0
Lissotis melanogaster,1151.5
Loboparadisea sericea,67.3
Lobotos lobatus,33.1
Lobotos oriolinus,33.1
Lochmias nematura,22.0
Locustella accentor,19.0
Locustella alfredi,17.5
Locustella alishanensis,10.0
Locustella castanea,19.0
Locustella caudata,22.9
Locustella chengi,10.0
Locustella davidi,10.0
Locustella disturbans,19.0
Locustella fluviatilis,16.1
Locustella idonea,11.3
Locustella kashmirensis,10.8
Locustella lanceolata,10.6
Locustella luscinioides,13.9
Locustella luteoventris,13.2
Locustella major,13.3
Locustella mandelli,11.3
Locustella montis,14.0
Locustella musculus,19.0
Locustella naevia,13.3
Locustella portenta,19.0
Locustella seebohmi,11.3
Locustella tacsanowskia,14.0
Locustella thoracica,10.8
Loddigesia mirabilis,3.0
Lonchura atricapilla,12.4
Lonchura caniceps,11.5
Lonchura castaneothorax,13.6
Lonchura ferruginosa,13.0
Lonchura flaviprymna,11.8
Lonchura forbesi,13.3
Lonchura fuscans,9.5
Lonchura grandis,14.3
Lonchura hunsteini,13.3
Lonchura kelaarti,14.1
Lonchura leucogastra,11.4
Lonchura leucogastroides,11.7
Lonchura maja,12.5
Lonchura malacca,12.6
Lonchura melaena,13.3
Lonchura molucca,12.0
Lonchura montana,15.5
Lonchura monticola,13.3
Lonchura nevermanni,11.0
Lonchura nigerrima,13.3
Lonchura pallida,12.0
Lonchura punctulata,13.6
Lonchura quinticolor,13.3
Lonchura spectabilis,11.5
Lonchura striata,12.3
Lonchura stygia,11.2
Lonchura teerinki,13.3
Lonchura vana,13.3
Lophaetus occipitalis,1067.0
Lophoceros alboterminatus,223.7
Lophoceros bradfieldi,196.5
Lophoceros camurus,103.8
Lophoceros fasciatus,258.8
Lophoceros hemprichii,297.0
Lophoceros nasutus,179.6
Lophoceros pallidirostris,233.0
Lophochroa leadbeateri,396.8
Lophodytes cucullatus,613.8
Lophoictinia isura,579.4
Lopholaimus antarcticus,496.4
Lophonetta specularioides,1019.9
Lophophanes cristatus,11.0
Lophophanes dichrous,13.8
Lophophorus impejanus,2066.5
Lophophorus lhuysii,3008.0
Lophophorus sclateri,2500.0
Lophorina minor,76.7
Lophorina niedda,76.7
Lophorina superba,76.7
Lophornis adorabilis,2.7
Lophornis brachylophus,2.7
Lophornis chalybeus,3.0
Lophornis delattrei,2.8
Lophornis gouldii,2.4
Lophornis helenae,2.6
Lophornis magnificus,2.7
Lophornis ornatus,2.3
Lophornis pavoninus,3.0
Lophornis stictolophus,2.7
Lophornis verreauxii,3.0
Lophospingus griseocristatus,17.9
Lophospingus pusillus,14.4
Lophostrix cristata,538.7
Lophotibis cristata,583.0
Lophotriccus eulophotes,6.0
Lophotriccus galeatus,6.6
Lophotriccus pileatus,7.5
Lophotriccus vitiosus,6.7
Lophotriorchis kienerii,799.0
Lophura bulweri,1245.2
Lophura diardi,1088.9
Lophura edwardsi,1091.0
Lophura erythrophthalma,934.3
Lophura ignita,1768.1
Lophura inornata,685.0
Lophura leucomelanos,868.0
Lophura nycthemera,1230.0
Lophura swinhoii,1100.0
Loriculus amabilis,15.5
Loriculus aurantiifrons,15.5
Loriculus beryllinus,30.0
Loriculus camiguinensis,34.9
Loriculus catamene,34.0
Loriculus exilis,34.0
Loriculus flosculus,34.0
Loriculus galgulus,28.0
Loriculus philippensis,34.9
Loriculus pusillus,15.5
Loriculus sclateri,34.0
Loriculus stigmatus,28.0
Loriculus tener,12.0
Loriculus vernalis,35.7
Loriotus cristatus,18.8
Loriotus luctuosus,13.0
Loriotus rufiventer,19.0
Lorius albidinucha,132.0
Lorius chlorocercus,173.5
Lorius domicella,182.0
Lorius garrulus,143.0
Lorius hypoinochrous,187.0
Lorius lory,176.9
Loxia curvirostra,38.3
Loxia leucoptera,28.7
Loxia megaplaga,28.7
Loxia pytyopsittacus,53.0
Loxia scotica,43.2
Loxia sinesciuris,34.4
Loxigilla barbadensis,16.6
Loxigilla noctis,16.6
Loxioides bailleui,37.8
Loxipasser anoxanthus,11.4
Loxops caeruleirostris,10.8
Loxops coccineus,10.5
Loxops mana,14.6
Loxops ochraceus,10.5
Lullula arborea,26.9
Lurocalis rufiventris,128.5
Lurocalis semitorquatus,75.9
Luscinia luscinia,23.8
Luscinia megarhynchos,19.6
Luscinia phaenicuroides,21.1
Luscinia svecica,17.2
Lybius bidentatus,79.3
Lybius chaplini,69.5
Lybius dubius,91.0
Lybius guifsobalito,42.2
Lybius leucocephalus,62.8
Lybius melanopterus,52.4
Lybius minor,46.7
Lybius rolleti,100.4
Lybius rubrifacies,60.1
Lybius torquatus,51.7
Lybius undatus,38.5
Lybius vieilloti,36.0
Lycocorax pyrrhopterus,283.9
Lymnocryptes minimus,50.1
Lyncornis macrotis,140.6
Lyncornis temminckii,95.9
Lyrurus mlokosiewiczi,814.0
Lyrurus tetrix,1068.7
Macgregoria pulchra,225.1
Machaerirhynchus flaviventer,10.3
Machaerirhynchus nigripectus,12.0
Machaeropterus deliciosus,12.7
Machaeropterus eckelberryi,9.3
Machaeropterus pyrocephalus,9.5
Machaeropterus regulus,9.3
Machaeropterus striolatus,9.3
Macheiramphus alcinus,650.0
Machetornis rixosa,29.6
Machlolophus aplonotus,14.8
Machlolophus holsti,16.7
Machlolophus nuchalis,13.8
Machlolophus spilonotus,18.8
Machlolophus xanthogenys,14.8
Mackenziaena leachii,70.2
Mackenziaena severa,51.8
Macroagelaius imthurni,77.8
Macroagelaius subalaris,62.0
Macrocephalon maleo,1563.3
Macronectes giganteus,3591.7
Macronectes halli,4206.3
Macronus ptilosus,18.0
Macronus striaticeps,16.5
Macronyx ameliae,33.5
Macronyx aurantiigula,39.4
Macronyx capensis,50.0
Macronyx croceus,47.1
Macronyx flavicollis,45.1
Macronyx fuelleborni,55.2
Macronyx grimwoodi,45.1
Macropsalis forcipata,139.0
Macropygia amboinensis,237.0
Macropygia cinnamomea,161.0
Macropygia doreya,237.0
Macropygia emiliana,161.0
Macropygia macassariensis,237.0
Macropygia mackinlayi,85.9
Macropygia magna,237.0
Macropygia modiglianii,161.0
Macropygia nigrirostris,90.1
Macropygia phasianella,237.0
Macropygia ruficeps,81.9
Macropygia rufipennis,256.0
Macropygia tenuirostris,177.0
Macropygia timorlaoensis,237.0
Macropygia unchall,168.0
Macrosphenus concolor,13.9
Macrosphenus flavicans,13.4
Macrosphenus kempi,12.6
Macrosphenus kretschmeri,20.0
Macrosphenus pulitzeri,11.7
Madanga ruficollis,15.0
Magumma parva,9.3
Malacocincla abbotti,26.8
Malacocincla perspicillata,25.5
Malacocincla sepiaria,25.5
Malaconotus alius,76.7
Malaconotus blanchoti,78.7
Malaconotus cruentus,76.7
Malaconotus gladiator,99.0
Malaconotus lagdeni,92.3
Malaconotus monteiri,81.9
Malacopteron affine,17.1
Malacopteron albogulare,16.5
Malacopteron cinereum,18.1
Malacopteron magnirostre,19.3
Malacopteron magnum,27.2
Malacopteron palawanense,32.1
Malacoptila fulvogularis,57.4
Malacoptila fusca,45.4
Malacoptila mystacalis,49.0
Malacoptila panamensis,42.6
Malacoptila rufa,47.5
Malacoptila semicincta,44.0
Malacoptila striata,44.1
Malacorhynchus membranaceus,372.8
Malcorus pectoralis,10.1
Malia grata,94.5
Malimbus ballmanni,63.0
Malimbus cassini,35.0
Malimbus coronatus,32.0
Malimbus erythrogaster,45.0
Malimbus ibadanensis,38.8
Malimbus malimbicus,36.1
Malimbus nitens,37.8
Malimbus racheliae,26.0
Malimbus rubricollis,42.2
Malimbus scutatus,30.0
Malindangia mcgregori,42.6
Malurus alboscapulatus,9.3
Malurus amabilis,8.6
Malurus assimilis,8.0
Malurus coronatus,11.1
Malurus cyaneus,10.3
Malurus cyanocephalus,12.4
Malurus elegans,9.6
Malurus lamberti,8.0
Malurus leucopterus,7.4
Malurus melanocephalus,7.9
Malurus pulcherrimus,9.2
Malurus splendens,9.4
Manacus aurantiacus,15.5
Manacus candei,19.8
Manacus manacus,16.7
Manacus vitellinus,18.2
Mandingoa nitidula,9.6
Manorina flavigula,55.9
Manorina melanocephala,60.2
Manorina melanophrys,30.4
Manorina melanotis,54.0
Manucodia ater,228.0
Manucodia chalybatus,215.9
Manucodia comrii,432.7
Manucodia jobiensis,202.6
Mareca americana,754.6
Mareca falcata,645.8
Mareca penelope,770.0
Mareca sibilatrix,923.2
Mareca strepera,915.6
Margarobyas lawrencii,95.2
Margaroperdix madagarensis,245.0
Margarops fuscatus,98.4
Margarornis bellulus,18.5
Margarornis rubiginosus,17.8
Margarornis squamiger,17.3
Margarornis stellatus,21.5
Marmaronetta angustirostris,477.0
Masius chrysopterus,11.5
Mayrimunia leucosticta,13.3
Mayrimunia tristissima,8.8
Mayrornis lessoni,11.2
Mayrornis schistaceus,11.2
Mayrornis versicolor,29.0
Mazaria propinqua,19.9
Mearnsia novaeguineae,32.6
Mearnsia picina,42.5
Mecocerculus calopterus,7.0
Mecocerculus hellmayri,8.0
Mecocerculus leucophrys,11.0
Mecocerculus minor,11.0
Mecocerculus poecilocercus,7.7
Mecocerculus stictopterus,9.4
Megabyas flammulatus,28.0
Megaceryle alcyon,148.0
Megaceryle lugubris,271.0
Megaceryle maxima,325.0
Megaceryle torquata,317.0
Megacrex inepta,1200.0
Megadyptes antipodes,5326.2
Megalurus palustris,44.1
Megapodius bernsteinii,768.6
Megapodius cumingii,1044.0
Megapodius decollatus,666.3
Megapodius eremita,676.7
Megapodius forsteni,642.5
Megapodius freycinet,642.5
Megapodius geelvinkianus,642.5
Megapodius laperouse,308.0
Megapodius layardi,768.6
Megapodius nicobariensis,836.7
Megapodius pritchardii,365.0
Megapodius reinwardt,875.8
Megapodius tenimberensis,875.8
Megarynchus pitangua,69.9
Megascops albogularis,159.0
Megascops asio,180.0
Megascops atricapilla,118.9
Megascops barbarus,69.0
Megascops centralis,118.0
Megascops choliba,132.0
Megascops clarkii,158.5
Megascops cooperi,149.9
Megascops gilesi,132.0
Megascops guatemalae,118.0
Megascops hoyi,110.0
Megascops ingens,165.3
Megascops kennicottii,141.8
Megascops koepckeae,116.9
Megascops marshalli,110.0
Megascops petersoni,97.5
Megascops roboratus,126.7
Megascops roraimae,116.0
Megascops sanctaecatarinae,179.7
Megascops seductus,160.0
Megascops trichopsis,88.3
Megascops watsonii,129.0
Megastictus margaritatus,20.2
Megatriorchis doriae,1000.0
Megaxenops parnaguae,25.0
Megazosterops palauensis,31.0
Meiglyptes jugularis,53.4
Meiglyptes tristis,31.7
Meiglyptes tukki,53.1
Melaenornis annamarulae,39.9
Melaenornis ardesiacus,29.0
Melaenornis brunneus,26.8
Melaenornis chocolatinus,23.4
Melaenornis edolioides,30.7
Melaenornis fischeri,23.4
Melaenornis herero,27.2
Melaenornis pammelaina,30.2
Melaenornis semipartitus,22.5
Melaenornis silens,25.7
Melampitta gigantea,205.0
Melampitta lugubris,42.7
Melanerpes aurifrons,80.8
Melanerpes cactorum,34.9
Melanerpes candidus,108.0
Melanerpes carolinus,69.5
Melanerpes chrysauchen,52.5
Melanerpes chrysogenys,67.7
Melanerpes cruentatus,58.1
Melanerpes erythrocephalus,71.6
Melanerpes flavifrons,57.8
Melanerpes formicivorus,79.6
Melanerpes herminieri,100.0
Melanerpes hoffmannii,72.2
Melanerpes hypopolius,52.4
Melanerpes lewis,105.8
Melanerpes portoricensis,59.9
Melanerpes pucherani,62.4
Melanerpes pulcher,52.5
Melanerpes pygmaeus,38.8
Melanerpes radiolatus,108.0
Melanerpes rubricapillus,52.3
Melanerpes striatus,73.4
Melanerpes superciliaris,77.3
Melanerpes uropygialis,64.7
Melaniparus afer,20.2
Melaniparus albiventris,21.2
Melaniparus carpi,18.6
Melaniparus cinerascens,20.0
Melaniparus fasciiventer,15.2
Melaniparus fringillinus,13.8
Melaniparus funereus,25.4
Melaniparus griseiventris,15.5
Melaniparus guineensis,16.1
Melaniparus leucomelas,16.1
Melaniparus leuconotus,16.7
Melaniparus niger,21.5
Melaniparus rufiventris,18.2
Melaniparus thruppi,12.0
Melanitta americana,1117.0
Melanitta deglandi,1800.2
Melanitta fusca,1800.2
Melanitta nigra,1050.0
Melanitta perspicillata,1096.3
Melanitta stejnegeri,1800.2
Melanocharis arfakiana,11.5
Melanocharis citreola,17.6
Melanocharis crassirostris,18.0
Melanocharis longicauda,12.0
Melanocharis nigra,14.2
Melanocharis striativentris,17.6
Melanocharis versteri,14.7
Melanochlora sultanea,37.6
Melanocichla calva,78.6
Melanocichla lugubris,78.6
Melanocorypha bimaculata,54.1
Melanocorypha calandra,61.6
Melanocorypha maxima,75.0
Melanocorypha mongolica,53.9
Melanocorypha yeltoniensis,59.9
Melanodera melanodera,28.7
Melanodera xanthogramma,35.1
Melanodryas cucullata,21.1
Melanodryas vittata,26.6
Melanopareia elegans,16.0
Melanopareia maranonica,23.0
Melanopareia maximiliani,18.0
Melanopareia torquata,17.2
Melanoperdix niger,280.0
Melanoptila glabrirostris,35.4
Melanorectes nigrescens,76.9
Melanospiza bicolor,9.8
Melanospiza richardsoni,20.9
Melanotis caerulescens,61.6
Melanotis hypoleucus,68.0
Meleagris gallopavo,5791.4
Meleagris ocellata,5525.0
Meliarchus sclateri,66.8
Melichneutes robustus,54.2
Melidectes belfordi,73.1
Melidectes foersteri,85.0
Melidectes fuscus,45.0
Melidectes leucostephes,75.3
Melidectes nouhuysi,62.3
Melidectes ochromelas,63.0
Melidectes princeps,42.0
Melidectes rufocrissalis,71.6
Melidectes torquatus,44.9
Melidora macrorrhina,97.0
Melierax canorus,663.3
Melierax metabates,674.5
Melierax poliopterus,629.9
Melignomon eisentrauti,24.2
Melignomon zenkeri,23.6
Melilestes megarhynchus,43.8
Meliphacator provocator,33.1
Meliphaga aruensis,26.2
Meliphaga lewinii,33.6
Meliphaga notata,26.4
Melipotes ater,114.0
Melipotes carolae,58.9
Melipotes fumigatus,58.6
Melipotes gymnops,54.8
Melithreptus affinis,15.0
Melithreptus albogularis,11.0
Melithreptus brevirostris,12.6
Melithreptus chloropsis,14.0
Melithreptus gularis,19.4
Melithreptus lunatus,14.0
Melithreptus validirostris,24.8
Melitograis gilolensis,54.0
Mellisuga helenae,2.2
Mellisuga minima,2.4
Melocichla mentalis,33.2
Melopsittacus undulatus,29.0
Melopyrrha grandis,32.0
Melopyrrha nigra,14.9
Melopyrrha portoricensis,32.0
Melopyrrha violacea,22.2
Melospiza georgiana,16.1
Melospiza lincolnii,16.6
Melospiza melodia,21.9
Melozone aberti,45.9
Melozone albicollis,46.4
Melozone biarcuata,30.6
Melozone cabanisi,28.0
Melozone crissalis,52.8
Melozone fusca,44.4
Melozone kieneri,38.7
Melozone leucotis,39.9
Mentocrex beankaensis,246.0
Mentocrex kioloides,246.0
Menura alberti,928.0
Menura novaehollandiae,972.6
Merganetta armata,398.8
Mergellus albellus,608.6
Mergus merganser,1451.0
Mergus octosetaceus,983.0
Mergus serrator,1015.2
Mergus squamatus,1234.0
Meropogon forsteni,55.0
Merops albicollis,25.9
Merops americanus,37.4
Merops apiaster,56.6
Merops boehmi,16.6
Merops breweri,49.7
Merops bullockoides,34.8
Merops bulocki,23.1
Merops gularis,27.3
Merops hirundineus,21.7
Merops leschenaulti,27.2
Merops malimbicus,50.4
Merops mentalis,22.5
Merops muelleri,22.5
Merops nubicoides,42.4
Merops nubicus,42.4
Merops oreobates,24.0
Merops orientalis,14.8
Merops ornatus,29.5
Merops persicus,49.3
Merops philippinus,34.0
Merops pusillus,15.1
Merops revoilii,12.9
Merops superciliosus,38.5
Merops variegatus,22.5
Merops viridis,34.8
Merulaxis ater,35.0
Merulaxis stresemanni,35.0
Mesembrinibis cayennensis,756.0
Mesitornis unicolor,148.0
Mesitornis variegatus,110.0
Metabolus rugensis,23.6
Metallura aeneocauda,5.2
Metallura baroni,4.3
Metallura eupogon,4.6
Metallura iracunda,3.9
Metallura odomae,5.1
Metallura phoebe,5.4
Metallura theresiae,4.9
Metallura tyrianthina,3.8
Metallura williami,4.5
Metopidius indicus,155.0
Metopothrix aurantiaca,11.2
Metriopelia aymara,61.8
Metriopelia ceciliae,55.1
Metriopelia melanoptera,100.0
Metriopelia morenoi,28.6
Micrastur buckleyi,464.0
Micrastur gilvicollis,209.0
Micrastur mintoni,209.5
Micrastur mirandollei,549.0
Micrastur plumbeus,185.4
Micrastur ruficollis,177.6
Micrastur semitorquatus,621.7
Micrathene whitneyi,41.0
Microbates cinereiventris,11.9
Microbates collaris,10.2
Microcarbo africanus,545.0
Microcarbo coronatus,762.2
Microcarbo melanoleucos,727.4
Microcarbo niger,427.0
Microcarbo pygmaeus,676.0
Microcerculus bambla,19.1
Microcerculus marginatus,18.2
Microcerculus philomela,17.8
Microcerculus ustulatus,21.0
Microchera albocoronata,2.7
Microchera chionura,3.0
Microchera cupreiceps,3.0
Microdynamis parva,47.2
Microeca fascinans,14.5
Microeca flavigaster,12.1
Microeca flavovirescens,15.0
Microeca griseoceps,10.6
Microeca hemixantha,13.7
Microeca papuana,14.4
Microhierax caerulescens,38.7
Microhierax erythrogenys,50.0
Microhierax fringillarius,42.9
Microhierax latifrons,41.2
Microhierax melanoleucos,64.2
Microligea palustris,13.2
Micromacronus leytensis,5.5
Micromacronus sordidus,5.5
Micromonacha lanceolata,19.8
Micronisus gabar,169.6
Microparra capensis,41.3
Micropsitta bruijnii,13.4
Micropsitta finschii,15.0
Micropsitta geelvinkiana,12.2
Micropsitta keiensis,12.1
Micropsitta meeki,13.8
Micropsitta pusio,14.0
Micropternus brachyurus,85.9
Microptilotis albonotatus,22.4
Microptilotis analogus,21.6
Microptilotis cinereifrons,15.0
Microptilotis flavirictus,18.5
Microptilotis gracilis,15.0
Microptilotis imitatrix,15.0
Microptilotis mimikae,26.9
Microptilotis montanus,28.0
Microptilotis orientalis,18.1
Microptilotis vicina,23.6
Micropygia schomburgkii,31.2
Microrhopias quixensis,7.9
Microspingus alticola,24.0
Microspingus cabanisi,19.2
Microspingus cinereus,11.6
Microspingus erythrophrys,14.1
Microspingus lateralis,19.2
Microspingus melanoleucus,13.1
Microspingus torquatus,11.0
Microspingus trifasciatus,14.0
Microstilbon burmeisteri,2.5
Microxenops milleri,12.2
Milvago chimachima,315.2
Milvago chimango,296.0
Milvus migrans,734.1
Milvus milvus,1071.8
Mimus dorsalis,58.7
Mimus gilvus,52.0
Mimus graysoni,65.5
Mimus gundlachii,66.8
Mimus longicaudatus,66.6
Mimus macdonaldi,70.2
Mimus melanotis,50.5
Mimus parvulus,53.6
Mimus patagonicus,57.8
Mimus polyglottos,48.5
Mimus saturninus,63.7
Mimus thenca,66.0
Mimus trifasciatus,62.7
Mimus triurus,47.2
Minla ignotincta,14.3
Mino anais,152.0
Mino dumontii,217.0
Mino kreffti,217.0
Mionectes macconnelli,13.5
Mionectes oleagineus,11.2
Mionectes olivaceus,15.3
Mionectes roraimae,13.5
Mionectes rufiventris,13.3
Mionectes striaticollis,15.0
Mirafra affinis,26.2
Mirafra africana,45.0
Mirafra albicauda,22.2
Mirafra angolensis,36.2
Mirafra apiata,26.9
Mirafra ashi,36.8
Mirafra assamica,26.2
Mirafra cantillans,23.0
Mirafra cheniana,29.2
Mirafra collaris,29.2
Mirafra cordofanica,29.2
Mirafra erythrocephala,26.2
Mirafra erythroptera,21.3
Mirafra fasciolata,30.6
Mirafra gilletti,22.4
Mirafra hypermetra,61.4
Mirafra javanica,23.0
Mirafra microptera,26.2
Mirafra passerina,24.7
Mirafra pulpa,21.9
Mirafra rufa,29.2
Mirafra rufocinnamomea,26.3
Mirafra somalica,46.6
Mirafra williamsi,29.2
Mitrephanes olivaceus,10.0
Mitrephanes phaeocercus,8.6
Mitrospingus cassinii,40.4
Mitrospingus oleagineus,41.3
Mitu mitu,2850.5
Mitu salvini,3100.0
Mitu tomentosum,2187.6
Mitu tuberosum,2769.5
Mixornis bornensis,11.8
Mixornis flavicollis,20.0
Mixornis gularis,11.8
Mixornis kelleyi,20.0
Mniotilta varia,10.9
Modulatrix stictigula,30.5
Mohoua albicilla,17.6
Mohoua novaeseelandiae,12.1
Mohoua ochrocephala,27.7
Molothrus aeneus,62.6
Molothrus ater,40.3
Molothrus bonariensis,41.5
Molothrus oryzivorus,181.9
Molothrus rufoaxillaris,47.5
Momotus aequatorialis,158.0
Momotus bahamensis,111.0
Momotus coeruliceps,118.0
Momotus lessonii,115.0
Momotus mexicanus,75.7
Momotus momota,115.0
Momotus subrufescens,97.1
Monachella muelleriana,24.5
Monarcha castaneiventris,27.3
Monarcha cinerascens,29.6
Monarcha erythrostictus,27.3
Monarcha frater,22.0
Monarcha godeffroyi,16.4
Monarcha melanopsis,22.7
Monarcha richardsii,27.3
Monarcha takatsukasae,16.4
Monasa atra,90.4
Monasa flavirostris,62.8
Monasa morphoeus,87.9
Monasa nigrifrons,80.7
Monias benschi,137.9
Montecincla cachinnans,40.3
Montecincla fairbanki,45.5
Montecincla jerdoni,43.8
Montecincla meridionalis,40.3
Monticola angolensis,44.4
Monticola brevipes,33.0
Monticola cinclorhyncha,36.0
Monticola explorator,44.4
Monticola gularis,34.6
Monticola imerina,28.3
Monticola rufiventris,53.2
Monticola rufocinereus,24.0
Monticola rupestris,61.4
Monticola saxatilis,50.3
Monticola sharpei,24.8
Monticola solitarius,53.7
Montifringilla adamsi,31.3
Montifringilla blanfordi,23.7
Montifringilla davidiana,21.2
Montifringilla henrici,40.0
Montifringilla nivalis,36.9
Montifringilla ruficollis,22.8
Montifringilla taczanowskii,32.5
Montifringilla theresae,24.3
Morococcyx erythropygus,64.5
Morphnarchus princeps,1000.0
Morphnus guianensis,1750.0
Morus bassanus,2998.7
Morus capensis,2643.4
Morus serrator,2350.0
Motacilla aguimp,27.0
Motacilla alba,23.9
Motacilla bocagii,7.0
Motacilla capensis,20.8
Motacilla cinerea,17.2
Motacilla citreola,19.1
Motacilla clara,17.9
Motacilla flava,17.7
Motacilla flaviventris,22.5
Motacilla grandis,30.2
Motacilla maderaspatensis,30.5
Motacilla samveasnae,22.7
Motacilla tschutschensis,18.5
Moupinia poecilotis,18.7
Mulleripicus fuliginosus,172.0
Mulleripicus fulvus,312.3
Mulleripicus funebris,164.0
Mulleripicus pulverulentus,450.2
Muscicapa adusta,10.4
Muscicapa aquatica,11.5
Muscicapa cassini,17.3
Muscicapa dauurica,9.8
Muscicapa epulata,9.6
Muscicapa ferruginea,12.0
Muscicapa gambagae,13.0
Muscicapa griseisticta,15.9
Muscicapa muttui,12.0
Muscicapa randi,20.1
Muscicapa segregata,9.8
Muscicapa sethsmithi,9.1
Muscicapa sibirica,13.2
Muscicapa sodhii,15.9
Muscicapa striata,15.9
Muscicapa williamsoni,9.8
Muscigralla brevicauda,12.6
Muscipipra vetula,27.0
Muscisaxicola albifrons,34.0
Muscisaxicola albilora,22.6
Muscisaxicola alpinus,26.1
Muscisaxicola capistratus,26.6
Muscisaxicola cinereus,18.6
Muscisaxicola flavinucha,36.2
Muscisaxicola frontalis,28.9
Muscisaxicola griseus,20.2
Muscisaxicola juninensis,22.2
Muscisaxicola maclovianus,23.8
Muscisaxicola maculirostris,14.2
Muscisaxicola rufivertex,20.0
Musophaga rossae,361.4
Musophaga violacea,360.0
Mustelirallus albicollis,100.0
Mustelirallus colombianus,58.3
Mustelirallus erythrops,58.3
Myadestes coloratus,28.9
Myadestes elisabeth,30.0
Myadestes genibarbis,29.2
Myadestes lanaiensis,50.0
Myadestes melanops,32.1
Myadestes obscurus,50.4
Myadestes occidentalis,36.4
Myadestes palmeri,39.6
Myadestes ralloides,29.1
Myadestes townsendi,33.2
Myadestes unicolor,37.9
Mycerobas affinis,83.0
Mycerobas carnipes,58.8
Mycerobas icterioides,67.0
Mycerobas melanozanthos,62.0
Mycteria americana,2554.5
Mycteria cinerea,2393.0
Mycteria ibis,2155.6
Mycteria leucocephala,3180.0
Myiagra albiventris,12.3
Myiagra alecto,23.6
Myiagra atra,12.3
Myiagra azureocapilla,12.9
Myiagra caledonica,10.8
Myiagra castaneigularis,12.9
Myiagra cervinicauda,11.5
Myiagra cyanoleuca,17.5
Myiagra erythrops,12.1
Myiagra ferrocyanea,12.8
Myiagra galeata,11.0
Myiagra hebetior,20.2
Myiagra inquieta,20.9
Myiagra nana,13.5
Myiagra oceanica,12.1
Myiagra pluto,12.1
Myiagra rubecula,12.1
Myiagra ruficollis,10.1
Myiagra vanikorensis,12.3
Myiarchus antillarum,23.4
Myiarchus apicalis,29.2
Myiarchus barbirostris,13.4
Myiarchus cephalotes,26.3
Myiarchus cinerascens,28.2
Myiarchus crinitus,32.1
Myiarchus ferox,27.5
Myiarchus magnirostris,14.7
Myiarchus nugator,37.0
Myiarchus nuttingi,23.0
Myiarchus oberi,34.7
Myiarchus panamensis,31.7
Myiarchus phaeocephalus,26.3
Myiarchus sagrae,19.3
Myiarchus semirufus,22.5
Myiarchus stolidus,20.8
Myiarchus swainsoni,25.1
Myiarchus tuberculifer,17.7
Myiarchus tyrannulus,35.5
Myiarchus validus,40.6
Myiarchus venezuelensis,29.8
Myiarchus yucatanensis,19.6
Myiobius atricaudus,10.0
Myiobius barbatus,11.0
Myiobius sulphureipygius,11.6
Myiobius villosus,14.1
Myioborus albifacies,15.0
Myioborus albifrons,11.3
Myioborus brunniceps,9.2
Myioborus cardonai,10.9
Myioborus castaneocapilla,10.9
Myioborus flavivertex,15.0
Myioborus melanocephalus,11.3
